UNSPSC-Code,UNSPSC-Description-eng,UNSPSC-Description-fra,HierarchyLevel-NiveauHierarchique,CommodityType-TypeProduit-eng,CommodityType-TypeProduit-fra,GSINCode-NIBSCode,GSINDescription-NIBSDescription-eng,GSINDescription-NIBSDescription-fra,date-file-published
45111712,"Tape duplicator","Duplicateur de bande",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111713,"Audio distribution amplifier","Amplificateur de distribution audio",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111714,"Audio analog to digital AD converter","Convertisseur analogique numérique audio",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111715,"Audio digital to analog DA converter","Convertisseur numérique analogique audio",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111716,"Digital audio workstation DAW","Poste de travail audionumérique",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111717,Reverberator,Réverbérateur,L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111718,"Delay unit","Circuit de retard",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111719,"Audio monitor","Moniteur son",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111720,"Audio spectrum analyzer","Analyseur de spectre audio",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111721,"Reel to reel tape recorder","Magnétophone à bobines",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111722,"Cassette deck","Platine à cassettes",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111723,"Hard disk recorder","Enregistreur sur disque dur",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111724,"Magnetic head","Tête magnétique",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111725,"Acoustic box","Caisson acoustique",L4,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45111800,"Video and combination video and audio presentation equipment and hardware and controllers","Appareils de présentation audio, audio et vidéo combinées, matériel et commandes",L3,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45111801,"Media control systems","Systèmes de contrôle des média",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111802,"Television mounts","Supports de téléviseur",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111803,"Scan converters","Convertisseurs de balayage",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111804,"Line doublers","Doubleurs de ligne",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111805,"Video editors","Tables de montage",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111806,"Distance learning systems","Systèmes de téléenseignement",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111807,Interfaces,Interfaces,L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111808,"Lighting controls","Commandes d'éclairage",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111809,"Television mount accessories","Accessoires pour supports de téléviseur",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111810,"Visual presenters","Présentateur visuel",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111811,"Video precision monitor","Moniteur vidéo de précision",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111812,"Visual information display device","Dispositif d'affichage d'informations visuelles",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111813,"Down stream keyer","Incrusteur en aval",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111814,"Digital video effects DVE equipment","Générateur d'effets vidéo",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111815,"Audio vidio console","Console audio vidéo",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111816,"Logo generator","Générateur de logo",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111817,"Character generator","Générateur de caractères",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111818,"Video noise reducer","Réducteur de bruit vidéo",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111819,"Video mixer","Mélangeur vidéo",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111820,"Video processing amplifier","Amplificateur de traitement vidéo",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111821,"Synchronizing or sync generator","Générateur de synchronisation",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111822,"Television aspect ratio converter","Convertisseur de format d'image de télévision",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111823,"Video standards converter","Convertisseur de normes vidéo",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111824,"Synchronizing or sync converter","Convertisseur de synchronisation",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111825,"Frame synchronizer","Synchroniseur d'images",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111826,"Motion picture experts group MPEG encoder","Encodeur MPEG (Motion Picture Experts Group)",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111827,"Video tape checker","Vérificateur de bande vidéo",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111828,Prompter,Souffleur,L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111829,"Process camera","Banc de reproduction",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111900,"Phone and video conference equipment and hardware and controllers","Appareils de téléconférence et de vidéoconférence, matériel et commandes",L3,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45111901,"Audioconferencing systems","Systèmes d'audioconférence",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45111902,"Videoconferencing systems","Systèmes de vidéoconférence",L4,Goods,Biens,N5820,"Radio and Television Communication Equipment, Except Airborne","Equipements de radiocommunication et de télévision non aéronefs",2021-05-12
45112000,"Microfilm equipment and supplies","Équipements et fournitures pour les microfilms",L3,Goods,Biens,N7450,"Office Type Sound Recording and Reproducing Machines","Machines d'enregistrement et de lecture audio de bureau",2021-05-12
45112001,"Microfiche or microfilm viewers","Ecrans de lecture de microfiche ou de microfilm",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45112002,"Microfiche reader printers","Lecteurs-reproducteurs de microfiches",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45112003,"Microfiche or microfilm viewer components or accessories","Accessoires ou éléments de visionneuse de microfiches ou de microfilms",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45112004,"Microfiche reader printer components or accessories","Accessoires ou éléments de lecteurs-reproducteurs de microfiches",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45120000,"Photographic or filming or video equipment","Équipements photographiques, de filmage ou vidéo",L2,Goods,Biens,N6700,"Photographic Equipment","Equipements Photographiques Et Cinematographiques",2021-05-12
45121500,Cameras,"Appareils photo",L3,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121501,"Still cameras","Appareils photo",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121502,"Instant print cameras","Appareils photo à impression instantanée",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121503,"Disposable cameras","Appareils photo jetables",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121504,"Digital cameras","Appareils photo numériques",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121505,"Cinematographic cameras","Caméras cinématographiques",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121506,"Video conference cameras","Caméras de vidéoconférence",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121510,"Aerial cameras","Appareils de prises de vue aériennes",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121511,"High speed cameras","Appareils à prises de vue rapides",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121512,"Underwater cameras","Appareils photographiques sous-marin",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121513,"Offset cameras","Caméras offset",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121514,"Photocopier cameras","Appareils photographiques copieurs",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121515,"Hand held camcorders or video cameras",Caméscopes,L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121516,"Digital camcorders or video cameras","Caméscopes numériques ou caméras vidéo",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121517,"Document camera","Caméra pour images fixes",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121518,"Camera kits","Kits appareils-photo",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121519,"Low light camera","Appareils-photo à bas niveau de lumières",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121520,"Web cameras","Web caméras",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121521,"Inspection camera","Caméras de surveillance",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121522,"Infrared camera","Caméra à infrarouges",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121523,"Astronomical camera","Caméra astronomique",L4,Goods,Biens,N6720,"Cameras, Still Picture","Appareils photographiques",2021-05-12
45121600,"Camera parts and accessories","Accessoires pour appareils photo",L3,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121601,"Camera flashes or lighting","Flashes pour appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121602,"Camera tripods","Pieds pour appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121603,"Camera lens","Filtres et objectifs pour appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121604,"Camera shutters","Obturateurs d'appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121605,"Screen frames","Cadres d'écran",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121606,"Camera harnesses","Housses d'appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121607,"Camera blocks or holders","Boîtiers de rangement ou étuis d'appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121608,"Camera assemblies","Éléments d'appareil photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121609,"Camera brackets","Griffes d'attaches d'appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121610,"Camera cables","Câbles d'appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121611,"Lens cover","Capuchons d'objectif",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121612,"Camera tables","Tables de prise de vue",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121613,"Camera enclosures or covers","Protège appareil-photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121614,"Retrofit kits","Kits de retouche",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121615,"Camera rings","Bagues d'appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121616,"Pan heads","Têtes panoramiques",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121617,"Camera bags","Sacoches d'appareils photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121618,"Camera lens adapters","Adaptateurs d'objectifs",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121619,"Picture card wallets","Housse de rangement pour cartes mémoire",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121620,"Camera power adapters","Adaptateurs de courant",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121621,"Picture card adapters","Adaptateurs de cartes mémoire",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121622,"Camera lens cleaners","Nettoyeurs pour objectifs",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121623,"Camera controllers","Commandes à distance de caméra",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121624,"Photography light reflector","Réflecteur de lumière photographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121625,"Shutter release",Déclencheur,L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121626,"Digital camera back","Dos numérique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121627,"Camera flash diffuser","Diffuseur de flash pour appareil photo",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121628,"Camera lens filter","Filtre d'objectif de caméra",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121629,"Camera track motor","Moteur de chenille de caméra",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121630,"Camera parasol reflector","Réflecteur parasol pour caméra",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121631,"Electronic viewfinder","Viseur électronique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121632,"Photographic flashlight apparatus","Appareils éclairs pour photographie",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121633,"Camera spare parts","Pièces de rechange de caméra",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121700,"Photographic processing equipment","Équipements de développement photographique",L3,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121701,"Film driers",Sécheuses,L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121702,"Film washers",Laveuses,L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121703,"Film splicers",Colleuses,L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121704,"Film editors","Visionneuses de montage",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121705,"Photographic enlargers","Agrandisseurs photographiques",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121706,"Photo cutters or trimmers","Cisailles ou massicots",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121707,"Photo print dryer","Appareil de séchage pour papier photographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121708,"Photo print washer","Appareil de rinçage pour papier photographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121709,"Automated film processor","Dispositifs automatique de tirage photographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121710,"Sheet film drum","Tambour pour film en feuille",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121711,"Color controller","Contrôleur de couleur",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121712,"Film editing desk","Console de montage",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121713,"Film inspection machine","Machine d'inspection de film",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121714,"Film reader","Lecteur de film",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121715,"Film hanger","Cadre porte-film",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121716,"Contact printer","Tireuse par contact",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121717,"Film platemaking system","Système de clichage de film",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121718,"Film densitometer","Densitomètre à film",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121719,"Digital photo printing kiosk","Borne d'impression de photos numériques",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121720,"Film loader","Chargeur de film",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121721,"Monocomparator and accessories","Monocomparateur et accessoires",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45121800,"Microfilm production equipment and supplies","Équipements et fournitures pour la production de microfilms",L3,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121801,"Microfilm cameras","Appareils photo à microfilm",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121802,"Microfilm duplicators","Duplicateurs de microfilms",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121803,"Microfilm jacket fillers","Libellés de pochettes de microfilms",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121804,"Microfilm processors","Développeurs de microfilms",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121805,"Microfilm camera components or accessories","Éléments ou accessoires pour appareil-photo à microfilm",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121806,"Microfilm duplicator components or accessories","Éléments ou accessoires pour duplicateurs de microfilms",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121807,"Microfilm jacket filler components or accessories","Éléments ou accessoires pour libellés de pochettes de microfilms",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121808,"Microfilm processor components or accessories","Éléments ou accessoires pour développeurs de microfilms",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121809,"Microfilm film supplies","Fournitures en film pour microfilms",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45121810,"Microfilm sundry components or accessories","Éléments ou accessoires divers pour microfilms",L4,Goods,Biens,N6780,"Photographic Sets, Kits, and Outfits","Ensembles, lots et trousses d'équipements photographiques et cinématographiques",2021-05-12
45130000,"Photographic and recording media","Supports d'enregistrement et de photographie",L2,Goods,Biens,N6700,"Photographic Equipment","Equipements Photographiques Et Cinematographiques",2021-05-12
45131500,"Still picture film","Pellicule photo",L3,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45131501,"Color film","Pellicules couleur",L4,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131502,"Black and white film","Pellicules noir et blanc",L4,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131503,"Instant picture film","Films à développement instantané",L4,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131505,"X ray film","Film de radio",L4,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131506,"Slide film","Film fixe",L4,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131507,"Processed microfilm","Microfilm traité",L4,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131508,"Negative film","Film négatif",L4,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131509,"Film spotting color","Couleur de repique de film",L4,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131510,"Photographic dye","Colorant photographique",L4,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131600,"Moving picture media",Films,L3,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45131601,"Motion picture camera film","Films pour caméra cinématographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45131604,"Blank video tapes","Cassettes vidéo vierges",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45131700,"Media storage","Stockage des supports",L3,Goods,Biens,N6770,"Film, Processed","Films traités",2021-05-12
45131701,"Slide trays or organizers","Classeurs ou paniers à diapositives",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45140000,"Photographic filmmaking supplies","Fournitures pour développement photographique",L2,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141500,"Photographic processing chemicals","Produits chimiques pour le développement photographique",L3,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141501,"Developer solution","Solution révélatrice",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141502,Fixative,Fixateur,L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141503,"Photo development processing kit","Ensemble pour le développement photographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141504,"Photo enhancing and correcting solution","Solution pour la correction et l'amélioration de tirage photographique",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141600,"Darkroom supplies","Fournitures pour chambre noire",L3,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
45141601,"Developing trays","Bacs de développement",L4,Goods,Biens,N6760,"Photographic Equipment and Accessories","Equipements photographiques et cinématographiques et accessoires",2021-05-12
